agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	well_depth_va	hole_depth_va
USGS	435903106383901	45-081-06cb 01	43.98414095	-106.64476700	S	NAD83	 5220.00	1	NGVD29	270	
USGS	435904105231601	46-071-09aba01	43.98442105	-105.38832500	F	NAD83				12.5	12.5
USGS	435905105434601	35-074-22cc 01	42.98330020	-105.72888700	S	NAD83	 5500.00	1	NGVD29	207	
USGS	435906106100201	46-077-06bb 01	43.98497827	-106.16780200	S	NAD83	 4200.00	1	NGVD29	340	
USGS	435907107580501	47-093-36d  01	43.98523450	-107.96870560	U	NAD83	 4070	10	NGVD29	237	
USGS	435908107580801	46-093-01cb 01	43.98551227	-107.96953900	U	NAD83	 4160	20	NGVD29	70	
USGS	435909104150001	46-062-12ba 01	43.98581300	-104.25049870	F	NAD83				55.0	55.0
USGS	435910106492001	46-083-03bd 02	43.98608140	-106.82283000	F	NAD83					
USGS	435911107474101	46-091-05   01	43.98634689	-107.79536660	S	NAD83					
USGS	435912104483601	46-066-08bb 01	43.98664570	-104.81052380	F	NAD83				386	386
USGS	435914104413601	46-065-03dd 01	43.98720180	-104.69385210	F	NAD83				150	150
USGS	435914106491501	46-083-03bd 01	43.98719259	-106.82144100	S	NAD83					
USGS	435915105242201	46-071-05dda01	43.98744444	-105.40602780	1	NAD83	 4625	 10	NGVD29	340	340
USGS	435920104262001	46-063-05dd 01	43.98886918	-104.43939580	F	NAD83					
USGS	435920107570601	46-092-06ca 01	43.98884575	-107.95231620	U	NAD83	 4140	20	NGVD29	320	
USGS	435921107571101	46-092-06   01	43.98912350	-107.95370520	U	NAD83	 4130	 10	NGVD29	160	
USGS	435924104181601	46-062-04dcc01	43.98997990	-104.30494550	S	NAD83	 4610	 10	NGVD29	1148	1154
USGS	435925106341201	46-081-03aa 01	43.99025360	-106.57059720	S	NAD83	 4790.00	1	NGVD29	530	
USGS	435927106291701	46-080-04bb 02	43.99081067	-106.48864920	S	NAD83	 4620.00	1	NGVD29	240	
USGS	435928106291601	46-080-04bb 01	43.99108845	-106.48837140	S	NAD83	 4620.00	1	NGVD29	250	
USGS	435930105274001	46-072-01bcc01	43.99164320	-105.46166220	T	NAD83				90.0	
USGS	435932108102401	46-094-06aab01	43.98995588	-108.17398930	S	NAD83	 4450	10	NGVD29	79	
USGS	435933106012201	34-081-23ddd01	42.89218735	-106.51614680	S	NAD83	 5293.00	5	NGVD29	150	
USGS	435935108104601	46-094-06baa01	43.99301140	-108.18010060	F	NAD83	 4455	 10	NGVD29	55	
USGS	435937106301301	47-080-32cd 01	43.99358830	-106.50420550	S	NAD83	 4660.00	1	NGVD29	77.0	
USGS	435937106330501	35-081-15ccc01	42.99441028	-106.55309380	S	NAD83	 5415.00	5	NGVD29	165	
USGS	435938107570001	47-925-36   01	43.99384579	-107.95064950	S	NAD83				160	
USGS	435939106065801	46-077-04ab 01	43.99414497	-106.11668880	S	NAD83	 4440.00	1	NGVD29	250	
USGS	435941107190001	35-087-19bad01	42.99583330	-107.31250000	R	NAD83	 6118	10	NAVD88	27	27
USGS	435942107085202	47-087-33bdb02	43.99496288	-107.14839820	S	NAD83					
USGS	435942107185200	47-087-33bdb01	43.99496030	-107.31507100	S	NAD83	 4980	20	NGVD29	2708	
USGS	435943106190501	47-079-35dc 01	43.99525598	-106.31864180	S	NAD83	 4500.00	1	NGVD29	400	
USGS	435944107581401	47-093-36dcb01	43.99551230	-107.97120580	U	NAD83	 4070	10	NGVD29	14	
USGS	435945106383101	47-081-31cc 01	43.99580776	-106.64254470	S	NAD83	 4760.00	1	NGVD29	285	
USGS	435945107185202	47-087-33dbd02	43.99496030	-107.31507100	U	NAD83	 4990	10	NGVD29		
USGS	435945107185301	47-087-33dbd03	43.99579366	-107.31534880	S	NAD83	 4990.00	2	NGVD29	2708	
USGS	435946105044301	35-069-24add01	42.99330039	-105.07664000	S	NAD83	 4693.00	1	NGVD29	170	
USGS	435946108361001	47-098-34cad01	43.99606550	-108.60344960	S	NAD83	 5540.00	 10	NGVD29	320	
USGS	435946108443501	47-099-33cad01	43.99606548	-108.74373360	S	NAD83	 5680	 10	NGVD29	135	135
USGS	435947105031801	35-068-20bcc01	42.99635590	-105.05552800	M	NAD83	 4730	 20	NGVD29	100	100
USGS	435949107593401	47-093-35dbc01	43.99690105	-107.99342870	U	NAD83	 4102	10	NGVD29	160	
USGS	435949107593402	47-093-35dbc02	43.99690105	-107.99342870	U	NAD83	 4102	10	NGVD29	30	
USGS	435950107181701	35-087-19aab01	42.99722220	-107.30472220	S	NAD83	 6135	10	NAVD88	62	62
USGS	435952106023001	47-076-31cd 01	43.99775600	-106.04224130	S	NAD83	 4420.00	1	NGVD29	160	
USGS	435953108325001	47-097-31cbb01	43.99800996	-108.54983600	S	NAD83	 5297.00	 10	NGVD29	247	
USGS	435955107182701	35-087-18dcd01	42.99833330	-107.30805560	S	NAD83	 6113	  5	NAVD88	52	52
USGS	435955107563001	46-092-06aa 01	43.99856810	-107.94231600	U	NAD83	 4150	 10	NGVD29	320	
USGS	440002105400201	47-073-32cc 01	44.00061110	-105.66722220	1	NAD83	 4945.5	 20	NGVD29		
USGS	440005107542401	47-092-33T  01	44.00134616	-107.90731480	S	NAD83					
USGS	440006106234001	47-079-06dd 01	44.00164450	-106.39503400	S	NAD83	 4680.00	1	NGVD29	90.0	
USGS	440007106230101	47-079-32bd 01	44.00192237	-106.38420030	S	NAD83	 4640.00	1	NGVD29	464	
USGS	440008108171802	47-095-32bcb02	44.00217765	-108.28899290	U	NAD83	 4655	10	NGVD29	25	
USGS	440008108272601	47-097-35abc01	44.00236110	-108.45727780	1	NAD83	 4985	 10	NGVD29	440	440
USGS	440008110412301	47-115-32abb01	44.00216056	-110.69048930	S	NAD83	 6795	  1	NGVD29	97.2	101
USGS	440011107560201	47-092-31aca01	44.00301260	-107.93453800	U	NAD83	 4121	  1	NGVD29	50	
USGS	440012104501201	47-066-30ccd01	44.00331250	-104.83719160	M	NAD83	 4800.00	  1	NGVD29	167	
USGS	440013108155001	47-095-33bb 01	44.00356666	-108.26454760	M	NAD83	 4630	20	NGVD29	44	
USGS	440014107564701	47-092-30cbc01	44.00384587	-107.94703840	U	NAD83	 4080	 10	NGVD29		
USGS	440015104281601	47-063-31dc 01	44.00414729	-104.47161940	F	NAD83					
USGS	440016105400101	47-073-32cb 01	44.00444444	-105.66694440	1	NAD83	 4970.9	 20	NGVD29	1400	1400
USGS	440017108381701	47-098-32aba01	44.00467660	-108.63872900	S	NAD83	 5390	 10	NGVD29	101	101
USGS	440018110405201	47N 115W 31CA1	44.00493868	-110.68187790	S	NAD83	 6810.	20.	NGVD29		
USGS	440018110411101	47-115-29dca01	44.00500000	-110.68638890	T	NAD83	 6812	 10	NAVD88	63.2	83
USGS	440020104280001	47-063-31cda01	44.00553618	-104.46717470	U	NAD83				800	
USGS	440020107250301	47-088-27dbd01	44.00551520	-107.41813030	S	NAD83					
USGS	440023105195001	47-071-36d  01	44.00636609	-105.33110010	S	NAD83	 4600.00	1	NGVD29	190	
USGS	440026106321901	47-081-25cd 01	44.00719878	-106.53920700	S	NAD83	 4640.00	1	NGVD29	370	
USGS	440026108194601	47-096-26ddd01	44.00717746	-108.33010560	U	NAD83	 4760	10	NGVD29	256	
USGS	440026108242801	47-096-29ccc01	44.00717708	-108.40844180	S	NAD83	 4900	10	NGVD29	100	
USGS	440027108264501	47-097-25ccd01	44.00755556	-108.44583330	1	NAD83	 4965	 10	NGVD29	24.0	24.0
USGS	440028104042001	47-060-33cab01	44.00775777	-104.07271170	F	NAD83	 5330	 10	NGVD29	230	230
USGS	440029107565001	47-092-30ccc01 Kirk	44.00801255	-107.94787180	S	NAD83	 4085	10	NGVD29	42	
USGS	440029108192001	47-096-26ddd02	44.00801080	-108.32288310	U	NAD83	 4730	10	NGVD29	258	
USGS	440030107575301	47-093-25ddc01	44.00829020	-107.96537240	U	NAD83	 4059	  1	NGVD29	16	
USGS	440030108523001	47-100-29dd 01	44.00828780	-108.87568370	S	NAD83	 6243.00	 31	NGVD29	4070	
USGS	440031107561001	47-092-30dc 01	44.00856819	-107.93676030	U	NAD83	 4100	10	NGVD29	240	
USGS	440031107561601	47-092-30cdd01	44.00856818	-107.93842700	U	NAD83	 4085	10	NGVD29	268	
USGS	440031107573701	47-92.5-25cdd01	44.00856800	-107.96092780	F	NAD83	 4064	 10	NGVD29	60	
USGS	440032106273301	47-080-27dc 01	44.00886640	-106.45975920	S	NAD83	 4720.00	  1	NGVD29	100	
USGS	440032107573401	47-92.5-25cdd02	44.00888889	-107.95944440	1	NAD83	 4065	 10	NGVD29	30	
USGS	440033106320701	47-081-25dc 01	44.00914328	-106.53587350	S	NAD83	 4618.00	1	NGVD29	367	
USGS	440033107564601	47-092-30ccc02	44.00912367	-107.94676070	U	NAD83	 4085	  1	NGVD29	60	
USGS	440034108581701	47-100-33cd 01	44.00939905	-108.97207670	S	NAD83	 6784.00	 31	NGVD29		
USGS	440035107564801	47-092-30ccc01	44.00967920	-107.94731620	S	NAD83	 4084	 10	NGVD29	46	
USGS	440037107561501	47-092-30cda01	44.01023485	-107.93814930	S	NAD83					
USGS	440040105574001	47-076-26cd 01	44.01108940	-105.96168270	T	NAD83				300	
USGS	440043104055601	47-060-31aca01	44.01192450	-104.09937980	S	NAD83	 5485	 10	NGVD29	506	506
USGS	440044105185001	47-070-31   01	44.01219954	-105.31443270	S	NAD83					
