agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	well_depth_va	hole_depth_va
USGS	425334072321601	VT-BTX    9	42.89285930	-72.53731188	S	NAD83	 240	10	NGVD29	40	40
USGS	425334072321901	VT-BTX   10	42.89285930	-72.53814520	S	NAD83	 288	10	NGVD29	120	120
USGS	425335072323401	VT-BTX   12	42.89313707	-72.54231199	S	NAD83	 321	10	NGVD29	123	123
USGS	425337072532901	VT-W6W   41WE 13 DAVIS MOWI	42.89369170	-72.89093200	T	NAD83					
USGS	425339072321301	VT-BTX    8	42.89424818	-72.53647850	S	NAD83	 240	10	NGVD29	80	80
USGS	425342072534001	VT-W6W   40WE 14 QUAIL HOWE	42.89508059	-72.89398770	T	NAD83					
USGS	425343072321201	VT-BTX    7	42.89535928	-72.53620070	S	NAD83	 241	10	NGVD29	55	55
USGS	425353072321601	VT-BTW  100	42.89813700	-72.53731188	S	NAD83	 345	10	NGVD29	390	390
USGS	425410072533001	VT-W6W   42WELL 20 HIGH PEA	42.90285827	-72.89120988	T	NAD83					
USGS	425433072503201	VT-W6W   43WELL	42.90924727	-72.84176398	T	NAD83					
USGS	425457072321401	VT-DWW  112	42.91591465	-72.53675630	S	NAD83	 413	10	NGVD29	500	500
