agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	well_depth_va	hole_depth_va
USGS	423136089131001	RO-01/11E/29-0333	42.52667870	-89.21955790	F	NAD83	 840.00	5.	NGVD29	116	116
USGS	423137088153801	KE-01/19E/21-0354	42.52696276	-88.26064650	S	NAD83	 800	5	NGVD29	70	70
USGS	423137090273501	GR-03/01W/14-0021	42.52694670	-90.45985020	T	NAD83	 960.00	10	NGVD29	819	819
USGS	423140088002601	KE-01/21E/22-0095	42.52779717	-88.00730350	F	NAD83	 780.00	5	NGVD29	264	264
USGS	423141088350201	WW-01/16E/22-0141	42.52807250	-88.58398970	F	NAD83	 1000	  5	NGVD29	207	207
USGS	423142088353401	WW-01/16E/22-0086	42.52835026	-88.59287880	F	NAD83	 922	  5	NGVD29	88.0	88.0
USGS	423142089011001	RO-01/12E/24-0496	42.52834790	-89.01955420	F	NAD83	 800	  5	NGVD29	157	157
USGS	423143088015201	KE-01/21E/20-0099	42.52863039	-88.03119330	F	NAD83	 766.00	5	NGVD29	181	181
USGS	423144088182801	WW-01/18E/24-0753	42.52890700	-88.30787029	S	NAD83	 850.00	5	NGVD29	201	
USGS	423145088182401	WW-01/18E/24-0128	42.52918480	-88.30675910	S	NAD83	 850.00	  5	NGVD29	95.0	95.0
USGS	423147088134201	KE-01/19E/22-0044	42.52974064	-88.22842300	F	NAD83	 828.00	5	NGVD29	247	247
USGS	423148088182801	WW-01/18E/24-0754	42.53001810	-88.30787029	F	NAD83	 840.00	5	NGVD29	97.0	
USGS	423149088071501	KE-01/20E/22-0266	42.53029666	-88.12091890	T	NAD83	 823	 15	NGVD29	116	116
USGS	423149088151101	1N19E-21.4D	42.53072220	-88.25294440	1	NAD83	 806	 10	NGVD29	67	67
USGS	423150088081601	KE-01/20E/21-0159	42.53057437	-88.13786400	F	NAD83	 752.00	5	NGVD29	210	210
USGS	423150090192001	LF-01/01E/26-0293	42.53055829	-90.32234940	F	NAD83	 940.00	5	NGVD29	570	570
USGS	423151090201501	LF-01/01E/26-0189	42.53083599	-90.33762730	S	NAD83	 918	  5	NGVD29	125	172
USGS	423153088151601	KE-01/19E/21-0161	42.53140719	-88.25453510	F	NAD83	 819.00	5	NGVD29	234	234
USGS	423153090152201	LF-01/02E/28-0050	42.53139190	-90.25623790	S	NAD83	 1185.60	.1	NGVD29	440	467
USGS	423154090124101	LF-01/02E/26-0061	42.53167010	-90.21151520	S	NAD83	 1160	  5	NGVD29	395	395
USGS	423155088355501	WW-01/16E/22-0542	42.53196127	-88.59871230	F	NAD83	 998.00	5	NGVD29		99.0
USGS	423155089041701	RO-01/12E/21-0521	42.53195829	-89.07149970	T	NAD83	 911.00	5	NGVD29	21.0	21.0
USGS	423155089041702	RO-01/12E/21-0522	42.53195829	-89.07149970	T	NAD83	 911.00	5	NGVD29	11.3	11.3
USGS	423155089041703	RO-01/12E/21-0523	42.53195829	-89.07149970	T	NAD83	 910.00	5	NGVD29	10.0	10.0
USGS	423155089041704	RO-01/12E/21-0524	42.53195829	-89.07149970	T	NAD83	 911.00	5	NGVD29	10.3	10.3
USGS	423155090150301	LF-01/02E/28-0046	42.53194747	-90.25096009	F	NAD83	 1172.00	5	NGVD29	435	435
USGS	423156088104001	KE-01/20E/19-0137	42.53224085	-88.17786560	F	NAD83	 780.00	5	NGVD29	230	230
USGS	423156090260101	GR-01/01W/25-0099	42.53222438	-90.43373890	S	NAD83	 960	  5	NGVD29	395	395
USGS	423157090112801	LF-01/03E/30-0180	42.53250368	-90.19123720	F	NAD83	 1100.00	  5	NGVD29	100	100
USGS	423157090112901	LF-01/02E/25-0181	42.53250386	-90.17568150	S	NAD83	 1100.00	5	NGVD29	68.0	68.0
USGS	423158088353501	WW-01/16E/22-0002	42.53279460	-88.59315660	F	NAD83	 1004.00	5	NGVD29	77.0	85.0
USGS	423158088360101	WW-01/16E/21-0036	42.53279457	-88.60037899	F	NAD83	 997.00	  5	NGVD29	1154	1154
USGS	423158088360102	WW-01/16E/21-0074	42.53279457	-88.60037899	F	NAD83	 995.00	  5	NGVD29	194	194
USGS	423158088360103	WW-01/16E/21-0590	42.53279457	-88.60037899	S	NAD83	 1065.00	5	NGVD29	88.0	88.0
USGS	423159088080601	KE-01/20E/21-0156	42.53307436	-88.13508620	F	NAD83	 755.00	5	NGVD29	210	210
USGS	423159088362301	WW-01/16E/21-0541	42.53307230	-88.60649020	T	NAD83	 991.00	5	NGVD29		190
USGS	423200090260001	GR-01/01W/25-0100	42.53333545	-90.43346110	M	NAD83	 960.00	  5	NGVD29	194	194
USGS	423200090260601	GR-01/01W/25-0040	42.53333540	-90.43512780	S	NAD83	 965	  5	NGVD29	1000	1000
USGS	423201087543201	KE-01/22E/21-0069	42.53363108	-87.90896620	F	NAD83	 682.00	5	NGVD29	136	136
USGS	423203088300401	WW-01/17E/21-0214	42.53418410	-88.50121020	F	NAD83	 1038.00	  5	NGVD29	182	182
USGS	423206088344501	WW-01/16E/23-0096	42.53501690	-88.57926740	F	NAD83	 1040.00	  5	NGVD29	130	130
USGS	423206088344701	WW-01/16E/14-0099	42.53501690	-88.57982299	F	NAD83	 1040.00	5	NGVD29	150	150
USGS	423206090151601	LF-01/02E/28-0176	42.53500290	-90.25457120	T	NAD83	 1194.87	1	NGVD29	423	423
USGS	423207088153901	KE-01/19E/21-0178	42.53529600	-88.26092430	F	NAD83	 881.00	5	NGVD29	222	222
USGS	423207090200601	LF-01/01E/26-0226	42.53528030	-90.33512730	S	NAD83	 800.00	  5	NGVD29	155	155
USGS	423208090144901	LF-01/02E/27-0015	42.53555850	-90.24707120	F	NAD83	 1185.00	  5	NGVD29	475	475
USGS	423208090152001	LF-01/02E/28-0175	42.53555846	-90.25568240	F	NAD83	 1175.06	1	NGVD29	420	420
USGS	423209087520901	KE-01/22E/23-0267	42.53585350	-87.86924230	M	NAD83	 705.00	15	NGVD29	128	128
USGS	423209088103201	KE-01/20E/19-0018	42.53585194	-88.17564330	F	NAD83	 771.00	5	NGVD29	225	225
